tweet,label,source,label_id
📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 31 August 2020 08:00 AM) ➡️Confirmed cases: 3621245 ➡️Recovered: 2774801 (76.6%)👍 ➡️Active cases: 781975 (21.6%) ➡️Deaths: 64469 (1.8%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/qlzHKZeFSU,real,sourya,1
RT @CDCDirector: Testing positive for antibodies to the virus that causes #COVID19 means you likely had a past infection. It’s not yet know…,real,sourya,1
Tablik Jamaat Chief Maulana Saad,fake,sourya,0
USA Threatened Iran With Coronavirus in 1990 Fact Check: Doctored Video of Saddam Hussein Used to Claim US Had Threatened Iraq with COVID-19 in 1990,fake,Gautamshahi,0
 A factory worker of Wibs Bread in Mumbai was found affected with coronavirus and buyers are advised to avoid the bread,fake,Gautamshahi,0
Face masks will become compulsory for bar staff shop workers waiters and taxi drivers in an effort to combat the rise in coronavirus cases in England the prime minister has announced https://t.co/RkZ60kRuul,real,sourya,1
Home Secretary Priti Patel tells Sky News she would call the police if her neighbours were hosting a party that broke #coronavirus restrictions https://t.co/k662bVFC1B,real,sourya,1
462 new cases of #COVID19Nigeria; FCT-93 Lagos-78 Plateau-64 Kaduna-54 Oyo-47 Ondo-32 Adamawa-23 Bauchi-19 Rivers-9 Ogun-9 Delta-9 Edo-7 Kano-6 Enugu-6 Nasarawa-5 Osun-1 43151 confirmed 19565 discharged 879 deaths https://t.co/m4LZc6V7eI,real,sourya,1
"???Clearly, the Obama administration did not leave any kind of game plan for something like this.??�",fake,sourya,0
AIIMS has released a list of respiratory symptoms of Covid-19 and similar diseases.,fake,sourya,0
 Beware of food delivery apps in India as they blow into the food before packaging it.,fake,Gautamshahi,0
There are currently 4563 ​ people in managed isolation and quarantine. Our current effective capacity is 7103. This gives us an excess capacity of 2540. Over the next week we are projecting 3343 arrivals and 2047 departures from our facilities.,real,sourya,1
Fact Check: Post claiming cocaine kills coronavirus is fake - Vishvas News,fake,Gautamshahi,0
#IndiaFightsCorona 52% of the new cases are concentrated in five states. These are also the States contributing maximum to the new recoveries. Maharashtra contributed more than 20000 to the new cases. Andhra Pradesh &amp; Karnataka both have contributed more than 8000. https://t.co/GNS6Dtw0Ak,real,sourya,1
RT @drharshvardhan: #CoronaVirusUpdates ! 👉India has substantially ramped up its testing infrastructure across the country. 👉As on date…,real,sourya,1
Hotels to remain closed in India till 15 October 2020.,fake,sourya,0
As India detected more #COVID19 cases in March-April 2020 fake misleading claims around the pandemic rose. Most common were communal rumours followed by false guidelines/notifications per @boomlivein analysis. https://t.co/Xrey2nCS7N,fake,sourya,0
RT @PMOIndia: The 500 bed hospital at Bihta Patna will be inaugurated today and the 500 bed hospital at Muzaffarpur will be inaugurated ve…,real,sourya,1
Both women arrived in New Zealand together on 7 June stayed in a managed isolation hotel in Auckland and were permitted on compassionate grounds to leave managed isolation to travel to Wellington via private vehicle on 13 June.,real,sourya,1
As of June 8 forecasts suggest the total number of #COVID19 deaths will exceed 124000 by July 4. Additionally 6 states will likely see the number of new deaths reported between June 8 and July 4 exceed the number reported over the last 4 weeks: https://t.co/Ft6cgmaMPX https://t.co/qVWFMxwoAR,real,sourya,1
 Obama family flown to private island to escape coronavirus pandemic.,fake,Gautamshahi,0
If masks were effective and necessary non-mask wearers should be dead by now,fake,sourya,0
Looters Maintain Social Distancing While Creating Anarchy https://t.co/FdomXMZPyk #covid19 #dranthonyfauci #looters,fake,sourya,0
Study: Attending Ottawa Senators game best way to isolate self from coronavirus #coronavirus #Sens https://t.co/VPiyADVeW1 https://t.co/rkabyOe1fF,fake,sourya,0
Video Of Boy Washing Apples In A Sewer In Pakistan Revived,fake,Gautamshahi,0
Public health authorities deploy emotionally absent fathers to teach social distancing #CoronaOutbreak #COVID19 https://t.co/n6MU2Tbokp https://t.co/dSMqyZ8Wju,fake,sourya,0
PolitiFact | Drinking water does not prevent coronavirus infection,fake,Gautamshahi,0
"“Risk of novel coronavirus low,” says health minister from airlocked survival chamber #coronavirus #cdnpoli",fake,sourya,0
#CoronaVirusUpdates #IndiaFightsCorona National Case Fatality Rate for #COVID19 further dips to 2.04%. India has registered one of the lowest deaths per million at 30 as compared to the global average of 91 deaths per million. https://t.co/XFEqZ7sBFf,real,sourya,1
While the percentage of lab specimens testing positive for #COVID19 decreased nationally from last week the latest #COVIDView report notes slight increases in the Southeast and Pacific Northwest. Learn more: https://t.co/zP4VYlo0Pb https://t.co/LBHnEiyhV2,real,sourya,1
While the number of #COVID19 cases is cumulative and continues to increase in the US the latest CDC #COVIDView report shows that nationally the proportion of people going to the doctor or ER for COVID-like symptoms continues to decline or remain stable: https://t.co/zP4VYlo0Pb. https://t.co/FSOA0GeHX8,real,sourya,1
We know that public health officials are in an unprecedented situation and we deeply appreciate their dedication. We know putting out up-to-date COVID data is difficult. And we've identified six changes Florida could make to maximize the usefulness of their data. https://t.co/Hu3AJ4DQ76,real,sourya,1
"No, drinking black tea at dawn won’t cure coronavirus | Africa Check",fake,Gautamshahi,0
Thankfully only 1 state in the Northeast (Pennsylvania) has a percent-positive rate over 3% over the past 7 days. https://t.co/cLOnc2691K,real,sourya,1
 Posts circulating on social media claim that Ugandan and Kenyan authorities have instructed landlords to stop collecting rent due to the novel coronavirus.,fake,Gautamshahi,0
Says wearing masks has been ???proven ineffective.??�,fake,sourya,0
#IndiaFightsCorona: India crosses another landmark records highest ever tests in a single day More than 10.5 lakh #COVID tests conducted in last 24 hours All State/UTs conducting more than 140 tests/day/million as advised by @WHO Details: https://t.co/rJpGv1chGo @ICMRDELHI https://t.co/OqqMjpbf4u,real,sourya,1
_American scientists have developed a cure for the coronavirus._,fake,sourya,0
 An article shared hundreds of times on Facebook claims that the Ethiopian government has approved a traditional medicine treatment for COVID-19 after successful clinical trials on animals and humans.,fake,Gautamshahi,0
Underlying conditions like diabetes mean greater risk for getting or transmitting COVID-19 within the home finds a CDC study. Learn more: https://t.co/pN20Dpfd22 https://t.co/3N1Ju9vO3K,real,sourya,1
Viral WhatsApp audio claiming 2 month lock down in India is FAKE ! - FactCrescendo | The leading fact-checking website in India,fake,Gautamshahi,0
While the percentage of certified deaths related to #COVID19 is still above the epidemic threshold it is now similar to what has been observed at the peak of some flu seasons. Learn more: https://t.co/zP4VYlo0Pb.,real,sourya,1
Fake News: NO Evidence To Support Claim From Bioweapons Expert Who Says Coronavirus Is Biological Warfare Weapon | Lead Stories,fake,Gautamshahi,0
It's important to remember that diagnostic testing only captured a small % of the actual infections in the Northeast outbreak. Though we are setting records for *confirmed cases* — there were almost certainly more total infections at the spring peak than there are right now. https://t.co/fZfu8AqHTf,real,sourya,1
Sanitary technicians are going to inspect houses and seize cash.,fake,sourya,0
The underlying cause of death in the vast majority of death certificates that mention COVID-19 is the coronavirus. https://t.co/Hg4O4AQZ3X,fake,sourya,0
ICMR COVID-19 testing crossed 3 Lakh. For more details visit: https://t.co/kH4qIFn4kt #ICMRFIGHTSCOVID19 #IndiaFightsCorona https://t.co/MW8JzEeKdJ,real,sourya,1
The increase in testing was broadly distributed among the states. These states all reported over 10k tests today. CA: 29648 FL: 20294 GA: 19323 IL: 14821 MA: 13989 MN: 10238 NY: 26802 TN: 17583 TX: 36985 VA: 14139,real,sourya,1
Risk factors to watch for include a patient’s country of origin or birth country. https://t.co/OqMYyc9w28,real,sourya,1
 Muslims came on the streets to disobey the lockdown and spread coronavirus.,fake,Gautamshahi,0
RT @BuffaloTraceDHD: On average each person in Kentucky with COVID is infecting 1.16 other people. Because this number is only slightly ab…,real,sourya,1
At NCDC NiCaDe activities have been adapted to support #COVID19 response via these sub-projects: ☑️Capacity development in IPC training of HCWs ☑️HepE/Rota-Surveillance ☑️Supporting implementation of AMR surveillance &amp; diagnostic stewardship Read more https://t.co/nKcwIlLFUr https://t.co/HLKhTX9GWh,real,sourya,1
"CDC urges Americans to stay safe by doing opposite of everything Trump says

https://t.co/glMOT1OWei #coronavirus #COVID19 #pandemic https://t.co/h19F8DAqiS",fake,sourya,0
‘COVID-19 patients show symptoms most commonly in around five days’ - WHO - FACTLY,fake,Gautamshahi,0
Over 150 countries engage in #COVAX Facility the #COVID19 vaccine global access facility designed to guarantee rapid fair &amp; equitable access to life saving vaccines for every country in the 🌐 rich &amp; poor to halt the spread of the pandemic worldwide. https://t.co/BZVNdGpeLl,real,sourya,1
"On education, Maharashtra was on the 17th rank in the country five years ago. Today, the state stands at 3rd after Fadnavis Ji's regime,” Nadda said, at a BJP rally in Navi Mumbai on February 16, 2020.",fake,sourya,0
Two cases reported yesterday from Kaduna were repeat tests. Therefore Kaduna has a total of 114 confirmed cases We apologise to @contactkdsg and remain committed to ensuring the release of accurate &amp; reliable data Breakdown of cases by state: https://t.co/Z5x7UFXpXd,real,sourya,1
WHO backtracked and now argues that all economies should be reopened immediately,fake,sourya,0
" Dr Charles Lieber, a Harvard professor, has been arrested in the USA for manufacturing the coronavirus and selling it to China. A video news report from WCVB, a TV station in Boston, Massachusetts, is shared with the Facebook post.",fake,Gautamshahi,0
#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 04 2020) ▶️77.15% Cured/Discharged/Migrated (3037151) ▶️21.11% Active cases (831124) ▶️1.74% Deaths (68472) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/XOB1gft4AQ,real,sourya,1
"There is a ""positive"" case of the novel coronavirus (nCoV) in a hospital in Banlic Cabuyao City Laguna Philippines in January 2020.",fake,sourya,0
#IndiaFightsCorona: As many as 1130 deaths have been registered in the past 24 hours. 10 States/UTs account for 86% of the deaths in the last 24 hours due to COVID. Details : https://t.co/F8TWTytFVw #StaySafe #IndiaWillWin https://t.co/pZxIUabxfp,real,sourya,1
"@chicagosmayor Why is JB Pritzker using CHINESE TEST KITS on Illinoisans from a company whose GM is affiliated with the Wuhan Institute of Virology, the center of the COVID controversy, which has been deemed by researchers as a bioweapons lab?",fake,sourya,0
Our daily update is published. We’ve now tracked 26.5 million tests up a whopping 584k from yesterday an all-time high. And for the first time the 7-day average has crossed the 500k minimum daily tests recommended by @HarvardGH. Really good news at the national level. https://t.co/bc0uzRTCiG,real,sourya,1
Bananas cannot help you to prevent a COVID-19 infection! - FactCrescendo | The leading fact-checking website in India,fake,Gautamshahi,0
Yesterday 4225 tests were processed which brings the total to 502705 tests processed overall.,real,sourya,1
New update with state data up to 4 pm Eastern: 51 states reported 4384 tests performed: 571 positive 3500 negative and 313 pending. States reported 1217 positive or negative test results in the last 24 hours. For more details see https://t.co/PZrmH3TKeq,real,sourya,1
"PolitiFact | No, Amazon’s Alexa doesn’t say 'the government' planned the coronavirus pandemic",fake,Gautamshahi,0
A news story by Italian TV RAI proves coronavirus was created in lab by Chinese government.,fake,sourya,0
BREAKING: Labour leader Sir Keir Starmer is self-isolating after a member of his household displayed possible coronavirus symptoms. Get the latest on this story here: https://t.co/q0QttUY0o3 https://t.co/QR5IhaUCnU,real,sourya,1
Facebook post that compares deaths in Italy during coronavirus pandemie with deaths during seasonal flu outbursts from 2014 to 2017. The post says that during 2014 seasonal flu outburst 375 000 people died in Italy and it was the real problem and coronavirus deaths compared to this aren't serious.,fake,sourya,0
#COVID19 seems to spread more easily between people in close quarters such as ships. US @StateDept recommends all travelers especially those who are older or have underlying health issues defer all #cruise ship travel worldwide. https://t.co/17jMJBxJxU https://t.co/K6nZjHWJGj,real,sourya,1
#COVID19 can be spread by people who do not have symptoms &amp; do not know that they are infected. Masks can help prevent people who have COVID-19 from spreading the virus to others. Learn more: https://t.co/jkWwZTfWSS. #WearAMask #WorldMaskWeek https://t.co/FxCAq0Cj8W,real,sourya,1
Medical entomologist Janet McAllister and other CDC responders had to adapt to changing needs and conditions when responding to #COVID19 outbreaks in Wisconsin. Learn about her team’s work: https://t.co/F7K7Rbm7sX. https://t.co/EAFbswPnkF,real,sourya,1
RT @WHO: Some #COVID19 outbreak reports related to crowded indoor spaces have suggested the possibility of aerosol transmission combined wi…,real,sourya,1
The COVAX Facility is part of COVAX the vaccines pillar of the Access to #COVID19 Tools (ACT) Accelerator which is co-led by the @CEPIvaccines @gavi and WHO. 👉🏼 https://t.co/6KyDZ6TWWE https://t.co/n222K5z6hY,real,sourya,1
UK cases: Of returnees at the Novotel from June 6-13 we had referred five people to finding services. Enforcement and other finding services have not been able to find further contact details for these people who are considered low risk.,real,sourya,1
I overheard someone explaining how COVID-19 means Chinese Originated Viral Infectious Disease. I didn’t even try to explain to them they were wrong but I did ask what 19 means. He said it was the number of try’s before the man made virus was perfected!,fake,sourya,0
"@hapelensrob #Fauci as head of #NIH in 2005 publishes this:

Chloroquine is a potent inhibitor of SARS coronavirus infection and spread

https://t.co/SAVFKPTb91",fake,sourya,0
"Facebook users claim that a video shows French doctors throwing their coats on the floor to protest against the ""corona fraud""",fake,sourya,0
As of 28 July 10:56AM 41297 #COVID19 patients have recovered in #Gujarat: https://t.co/giAlsRMmex #GujaratCoronaUpdate #COVID__19 #COVID #COVID19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/SSVPzECxhO,real,sourya,1
 “There’s magically already a vaccine available.”,fake,Gautamshahi,0
 Steam from boiling oranges kills COVID-19.,fake,Gautamshahi,0
Video showing COVID-19 patients sitting in corridor in Gandhi Hospital Chandigarh in India.,fake,sourya,0
Texas has changed their method of counting deaths and Hurricane Hanna has hit the state. This may have caused some backlog which could have influenced the large number of deaths (313) they reported today. https://t.co/wsM9O4LUZO,real,sourya,1
#IndiaFightsCorona India has reported the highest number of total #COVID19 recoveries with more than 42 lakh. https://t.co/Cfll8d12X4,real,sourya,1
Current evidence shows that about 80% of #COVID19 patients experience mild symptoms &amp; recover NCDC recommends the treatment of every positive case in an isolation centre to mitigate the risk of spread in communities #TakeResponsibility https://t.co/aWRY3cwLiE,real,sourya,1
Important safety measures for #parents: Do not use plastic face shields for infants. Do not use cloth face coverings on children under 2 or anyone who cannot remove it without help. Always practice safe sleep even if you are stressed and tired. https://t.co/nJrlh4W1bA https://t.co/MkOdyus3Mi,real,sourya,1
" The Gates Foundation “tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.”",fake,Gautamshahi,0
A number of vaccines are now in phase three clinical trials and we all hope to have a number of effective vaccines that can help prevent people from infection. However there’s no silver bullet at the moment and there might never be-@DrTedros #COVID19,real,sourya,1
After #COVID19 was declared a national emergency emergency dept visits for life-threatening conditions declined. If you experience chest pain loss of motor function altered mental status or other life-threatening issues seek immediate care. @CDCMMWR: https://t.co/o0WYsiYts5. https://t.co/eWzavLsXNz,real,sourya,1
Broiler chickens were found to have coronavirus in Mumbai.,fake,sourya,0
The recent rise in deaths is not equally distributed across the US. Where cases have risen most rapidly deaths have followed suit. Note: the West’s death number is impacted by Washington State removing 39 deaths from their counts that they determined were not from COVID-19. https://t.co/Feh8IVK6Oh,real,sourya,1
Fourteen new cases of #COVID19 have been reported in Nigeria; 9 in Lagos and 5 in FCT As at 09:30 pm 29th March there are 111 confirmed cases of #COVID19 reported in Nigeria with 1 death. https://t.co/qowI0bEPAg,real,sourya,1
A message claims many physicians of Chang Gung Hospital in Taiwan are secretly under quarantine for COVID-19 indicating the local transmission and the lack of transparency of government data.,fake,sourya,0
The Ministry are casting the net wide and taking a precautionary approach and will continue to contact and test all possible close contacts of recent cases.,real,sourya,1
 A front page article by the Southern Times cautioning against travel to Kenya because of the growing number of cases in Kenya.,fake,Gautamshahi,0
As per normal the Tuesday death toll was up but unlike previous weeks it did not set a new high. https://t.co/mvXWtNVFp9,real,sourya,1
Donald Trump announced that Roche will launch a vaccine for coronavirus next Sunday.,fake,sourya,0
Do your part to slow the spread of #COVID19: 1)Wear a face covering when in public. 2)Stay at least 6 ft away from others and avoid large crowds. 3)Wash your hands often. CDC joins @Surgeon_General in saying #COVIDStopsWithMe. https://t.co/tt49zOn1hf https://t.co/yAr4OabPbO,real,sourya,1
Three unrelated clips joined to falsely claim that Police are killing COVID-19 affected people in China - FACTLY,fake,Gautamshahi,0
"Report: Outbreak of idiocy spreading 10,000 times faster than coronavirus #coronovirus https://t.co/YapqKVDNCj https://t.co/dbV5bHqCP8",fake,sourya,0
Our combined total of confirmed and probable cases remains at 1504. The number of recovered cases is unchanged at 1481. Only one case remains active. There are no additional deaths to report. There is no one in New Zealand receiving hospital-level care for COVID-19.,real,sourya,1
UPDATE ➡️Deaths registered in England &amp; Wales for the week ending 3 July 2020 released by @ONS ➡️Using this data we present updated estimates of expected deaths &amp; excess non-COVID-19 deaths during the #COVID19 pandemic 🔰Read full report https://t.co/tZchlfBxTg https://t.co/mD4IpP8Qvm,real,sourya,1
“Since the onset of the response our strategy has been to test trace &amp; isolate Testing is the only way to estimate our burden of #COVID19. We’ve scaled capacity to 63 labs nationwide however our current challenge is under utilisation“ ~@ElsieIlorifor DG NCDC at PTF briefing https://t.co/pKCAQVYI2B https://t.co/UBPqaXk9xR,real,sourya,1
#IndiaFightsCorona In the past 5 months more than 3/4 of cases have recovered and less than 1/4 are active now. Effective implementation of Centre's strategic and graded TEST-TRACK-TREAT approach has led to higher recoveries and lower fatality. https://t.co/Jmk2Sgk6WI,real,sourya,1
RT @RidgeOnSunday: 'Govt. is creating a legal duty to self-isolate if someone tests positive for #Covid19. Is this a sensible policy?' @Ke…,real,sourya,1
Trump becomes epicenter of coronavirus https://t.co/I8SsLWYRfy #donaldtrump #computers #coronavirus,fake,sourya,0
RT @CDCemergency: When you wear a cloth face covering you help protect those around you from #COVID19. Help keep each other safe by contin…,real,sourya,1
188 new cases of #COVID19Nigeria; Lagos-47 Enugu-25 Plateau-21 FCT-14 Abia-11 Delta-10 Bauchi-8 Ondo-8 Kaduna-8 Ogun-6 Imo-5 Benue-4 Katsina-4 Taraba-4 Edo-3 Kwara-3 Oyo-3 Rivers-2 Yobe-2 56017 confirmed 43998 discharged 1076 deaths https://t.co/Kn0uTVil9j,real,sourya,1
RT @CDCtravel: NEW #CDCTRAVELNOTICE: #COVID19 in #Russia. Avoid all nonessential travel to Russia. More information: https://t.co/1D2jJ8zom…,real,sourya,1
Trump faints is infected with coronavirus.,fake,sourya,0
"#INDIA: 
A Muslim boy, Rizwan, died after being beaten up by police in Tanda (UP). His relatives say that he was hungry and went out to buy biscuits and 
other domestic items.",fake,sourya,0
Latest update from the Ministry of Health:⁣ For the seventh day in a row there are no new cases of COVID-19 to report in New Zealand.⁣ Our total number of confirmed cases remains at 1154 which is the number we report to the World Health Organization.⁣ https://t.co/kKXMZ78VwZ,real,sourya,1
" Six coronavirus cases confirmed in Wichita, Kansas.",fake,Gautamshahi,0
The latest CDC #COVIDView report shows that since the beginning of August weekly hospitalization rates for all adult age groups have declined. Hospitalization rates among children have remained steady during the same period. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/9b53WoAttq,real,sourya,1
To defeat the coronavirus China built a thousand-bed hospital in 10 days while India has prepared a modern hospital of 6370 beds overnight at a very low cost.,fake,sourya,0
 Photographs shared hundreds of times online purport to show the coffins of Italian victims of the novel coronavirus pandemic.,fake,Gautamshahi,0
This week’s COVIDView reports early indications that levels of #COVID19 illnesses while still low may be increasing slightly in parts of the United States. Hospitalization rates and deaths are still trending down. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/agqKuEaufY,real,sourya,1
 A vaccine for the coronavirus has been discovered.,fake,Gautamshahi,0
Images of gathering of BJP members in Madhya Pradesh on 23 March 2020 despite the existing lockdown in the State.,fake,sourya,0
Wuhan sulfur dioxide emission map shows NASA forecast.,fake,sourya,0
"Did Nostradamus Predict the COVID-19 Pandemic?
If only people recognized ""predictions"" before the calamitous events they supposedly anticipate. 




							False",fake,Gautamshahi,0
The latest CDC #COVIDView report shows the hospitalization rate for adults 18-64 years old is already higher than that seen for flu at comparable points during the last 5 flu seasons. These rates are cumulative and will increase as the pandemic unfolds: https://t.co/zP4VYlo0Pb. https://t.co/MrUL7hYMID,real,sourya,1
"@KamalaHarris @JoeBiden Only about 10,000 have actually died from COVID-19. Stop lying and exaggerating. Treatments nowadays with drug cocktails including HCQ, azithromycin, zinc, dexamethasone and less ventilators have resulted in the mortality rate plummeting. The situation is vastly improved.",fake,sourya,0
However that will lead to a drop in positive cases in the time series data because the state lags other reporting sources.,real,sourya,1
"Donald Trump ignored the experts, downplayed the threat COVID-19 posed, and failed to take the action necessary to contain it — and now in many states, COVID cases are on the rise again.

This president has failed to lead our nation. https://t.co/1fdu8WMeN5",fake,sourya,0
"When WWN is not bringing you the latest on Covid-19, it will be bringing you The Distraction Zone.

Save, bookmark and ignore social distancing to keep close to the following link as each day we'll bring you necessary non-news news:

https://t.co/8MQCHs3fqk",fake,sourya,0
A study from the Journal of Medical Virology shows that it takes more than 2 weeks for COVID patients to clear viral RNA. With that said the study also found that people with milder symptoms tend to take longer to clear the virus. Read more here: https://t.co/nx3OZQ64fG,real,sourya,1
Social gatherings of more than six people will be banned across England Wales and Scotland from tomorrow. But what are the new rules what happens if you break them and how do they differ across the nations? 👇,real,sourya,1
"""Sanitizer will do nothing for the coronavirus.""",fake,sourya,0
Sixteen new cases of #COVID19 have been reported in Nigeria: 10 in Lagos 2 in the FCT 2 in Oyo 1 in Delta and 1 in Katsina As at 09:30 pm 7th April there are 254 confirmed cases of #COVID19 reported in Nigeria. Fourty-four have been discharged with six deaths https://t.co/UlDvzM3cUZ,real,sourya,1
Harvard study suggests quarantine can worsen COVID-19 pandemic.,fake,sourya,0
 President Trump urged people to ingest or inject disinfectants as a treatment for coronavirus.,fake,Gautamshahi,0
Flood Hit Areas Pretend To Have Coronavirus In Bid To Get Government's Attention https://t.co/NKpkH0cY0Z,fake,sourya,0
Wearing a cloth face covering CORRECTLY can help prevent the spread of #COVID19 to others. When you go out on essential trips follow these “do’s”. If you have a child remember those under age 2 should not wear a face covering. See https://t.co/lxWMe4NUBD. https://t.co/5F37rjgvK3,real,sourya,1
 The April 22 jump in COVID-19 cases in the United States was related to the election.,fake,Gautamshahi,0
COVID-19 Update There are two new cases of COVID-19 to report in managed isolation in New Zealand today. ​ ​ It has been 92 days since the last case of COVID-19 was acquired locally from an unknown source.,real,sourya,1
Thankful that Florida is now Stay-At-Home! “The numbers speak for themselves...It’s basically if there’s not a stay-at-home...kind of intervention the Florida healthcare system is going to experience 3x or 5x what we are starting to see in NYC...” https://t.co/Tk7SMWRIjo https://t.co/kLWGjV7OZx,real,sourya,1
This video was edited to make it look like South Africa’s leader announced an 81-day lockdown | AFP Fact Check,fake,Gautamshahi,0
Some 150 foreigners attended Sadhguru's event in March which has led to over 1000 coronavirus cases in Tamil Nadu India. The foreigners are quarantined at Isha Yoga Center.,fake,sourya,0
The hospitalization rates for #COVID19 in older people right now are similar to what is typically seen during a high severity flu season. Learn more: https://t.co/zP4VYlo0Pb.,real,sourya,1
Fake News of Coronavirus infecting Boiler Chicken. - FactCrescendo | The leading fact-checking website in India,fake,Gautamshahi,0
 Deaths blamed on coronavirus are actually due to the flu.,fake,Gautamshahi,0
"Multiple Facebook posts shared hundreds of times claim “viruses do not harm or kill [people]” and that any “harm and death” caused by a virus can be attributed to ""the overreaction of a weakened and dysfunctional immune system"".",fake,sourya,0
"Everyone should ensure their mouth and throat are moist, never dry. The advice attributed to Japanese doctors treating COVID-19 cases further reads that take a few sips of water every 15 minutes at least.",fake,sourya,0
Community Steam inhalation or smokers #indiafightsforcorona #recovery #asthma #COPD #steamroom https://t.co/poT0kW8JAF,fake,sourya,0
The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,fake,sourya,0
"A poem signed by K. O'Meara beginning with the verse ""and the people stayed at home"" supposedly written ""about 220 years ago"" during the plague epidemic in 1800.",fake,sourya,0
"📚There’s a ‘camel library’ in Ethiopia that has reached more than 22,000 children forced out of #school by #COVID19.

Education for all!
🇪🇹🐫#Monday #MondayMorning #MondayVibes #Education https://t.co/PoNcoTqVEW",fake,sourya,0
" As Kalonji (Nigella) seeds have 100 per cent of Hydroxychloroquine, taking them can prevent COVID-19.",fake,Gautamshahi,0
If Utah continues to #StayAtHome hospitals should not become overloaded. However if distancing is relaxed there is a potential for over 31k hospitalizations - overwhelming the system by May 5th. Learn more at https://t.co/lU6vsZ2aqe https://t.co/nXay2Iu4ls,real,sourya,1
"Wasting VALUABLE resources &amp; risking millions more lives at the same time.

Whatever he releases doesn't even have to be a vaccine. He signed an executive order to proclaim EUA for any bs he calls a cure.

It could actually be Lysol. Who thinks he wouldn't okay injecting poison? https://t.co/WlQ0tSsx59",fake,sourya,0
Fake News: 'High-Level Exercise' Conducted 3 Months Ago Did NOT Show That A Coronavirus Pandemic Could Kill 65 Million People | Lead Stories,fake,Gautamshahi,0
Why toilets may pose a risk in the spread of COVID. https://t.co/6Hj1F0RnHm https://t.co/amLW735Bx2,real,sourya,1
WHO approved home remedy made with pepper ginger juice and honey as a cure for COVID-19.,fake,sourya,0
The number of Britons who approve of the government's handling of the #coronavirus pandemic has fallen to its lowest ever level according to a new poll from YouGov. Follow latest #COVID19 updates 👇 https://t.co/NyZLPJyfxM,real,sourya,1
"@Jc1381A @RibbleBoy15 @NatalieHats @SkyNews @UKLabour Yeah. Act of God? my hairy ex matelot's arse! 😂
It's COVID-19 
Chinese Originated Viral Infectious Disease! ......and very very likely manufactured in the Wuhan centre...😱",fake,sourya,0
Criminals often take advantage of world events such as #COVID19. If you think you’re a victim of a scam or attempted fraud involving COVID-19 contact the National Center for Disaster Fraud hotline by phone at 1-866-720-5721 or email at disaster@leo.gov. https://t.co/oJWSeGXMYm,real,sourya,1
"Herd Immunity Strategy is ‘Unethical and Unlikely to be Successful in the UK, warn scientists, as Long Covid Sufferers call for more recognition https://t.co/768Kxdyuxh",fake,sourya,0
Some states are handing out fines for #COVID rule breakers. https://t.co/v6NUtFtfRF,real,sourya,1
"Andrew Percy says constituents are concerned they followed the rules when others did not and will ""suffer as a result of these further measures"" PM says a programme of ""tough enforcement"" is being implemented because people ""feel let down"" by those who have broken the rules https://t.co/hNx6Oy9qDj",real,sourya,1
 Palm oil is a simple solution for coronavirus,fake,Gautamshahi,0
 Says the U.S. is developing an “antivirus” that includes a chip to track your movement.,fake,Gautamshahi,0
Kate Middleton and Other Celebrities Spark Pregnancy Speculation Amid Coronavirus Quarantine https://t.co/p9sRnIppKx,fake,sourya,0
"I don't think anybody wants to go into a second lockdown. Prime Minister Boris Johnson says ""clearly"" when you look at what is happening with a spike in #COVID19 cases ""you've got to wonder whether we need to go further than the rule of six"". Latest: https://t.co/abK44szajW https://t.co/jzwlIa98jL",real,sourya,1
"Just think of the increasing rate of corona in the month of July! It only depends on today's action that will reflect tomorrow..if today we are not well then where we will stand tomorrow? Health is more important than exams!
 #HealthOverExams 
#postponeneeet
#Cancel_CA_CS_exams https://t.co/mqs0CfLSwE",fake,sourya,0
Video shows demolished 5G stations in Hong Kong protestors held the 5G responsible for COVID-19.,fake,sourya,0
Video of a girl dying of coronavirus in a shopping mall.,fake,sourya,0
" “If you have had a flu shot in the last 3-5 years, you will probably test positive” for COVID-19.",fake,Gautamshahi,0
"@InconvenientTr5 @AriFleischer @Cernovich Remember when Trump usurped the Vaccine Industrial Complex several months *before* the ""pandemic"" appeared? I do. 

Do you understand yet the ""new technologies"" being utilized in the Covid vaccine? I do. 

Drain The Swamp. 

https://t.co/uB8HZyZEZf",fake,sourya,0
There are currently 4927 people in managed isolation and quarantine. Our current effective capacity is 7126. This gives us an excess capacity of 2199. Over the next week we are projecting 3590 arrivals and 2699 departures from our facilities.,real,sourya,1
Trump campaign video suggesting Trump's travel restrictions on China saved 2 million lives.,fake,sourya,0
Doctor Li Wenliang and a hospital in China suggest drinking tea for coronavirus patients.,fake,sourya,0
